32,227,1,1,200,2019-04-10 06:47:01.002726
27,223,1,1,143,2019-04-10 06:48:10.495934
36,245,1,1,200,2019-04-10 06:49:24.146422
31,207,1,1,200,2019-04-10 06:50:32.476559
44,174,1,1,199,2019-04-10 06:51:39.447992
28,193,1,1,200,2019-04-10 06:52:45.262335
43,226,1,1,191,2019-04-10 06:53:51.323253
30,232,1,1,200,2019-04-10 06:55:07.463476
37,182,1,1,119,2019-04-10 06:56:13.622203
36,239,1,1,167,2019-04-10 06:57:27.618224
37,201,1,1,200,2019-04-10 06:58:37.674666
32,252,1,1,200,2019-04-10 06:59:47.415872
28,217,1,1,200,2019-04-10 07:00:56.958659
48,223,1,1,200,2019-04-10 07:02:04.051725
35,181,1,1,200,2019-04-10 07:03:16.410325
38,217,1,1,200,2019-04-10 07:04:26.241183
31,219,1,1,200,2019-04-10 07:05:32.943544
45,241,1,1,199,2019-04-10 07:06:41.064047
43,223,1,1,200,2019-04-10 07:07:45.165387
40,203,1,1,199,2019-04-10 07:09:03.022556
32,243,1,1,200,2019-04-10 07:10:11.995906
33,190,1,1,200,2019-04-10 07:11:30.549277
41,209,1,1,183,2019-04-10 07:12:35.855848
25,224,1,1,200,2019-04-10 07:13:44.836652
20,187,1,1,191,2019-04-10 07:14:51.372618
18,203,1,1,200,2019-04-10 07:15:57.009675
31,234,1,1,175,2019-04-10 07:17:12.700174
32,228,1,1,183,2019-04-10 07:18:31.810535
33,219,1,1,200,2019-04-10 07:19:40.075910
34,184,1,1,200,2019-04-10 07:20:50.881569
34,219,1,1,191,2019-04-10 07:22:04.857416
39,233,1,1,200,2019-04-10 07:23:28.202029
43,197,1,1,200,2019-04-10 07:24:38.777507
25,225,1,1,127,2019-04-10 07:25:43.556846
44,200,1,1,200,2019-04-10 07:27:02.525460
27,238,1,1,200,2019-04-10 07:28:24.470456
46,198,1,1,200,2019-04-10 07:29:34.394318
32,202,1,1,200,2019-04-10 07:30:47.426018
37,163,1,1,200,2019-04-10 07:32:04.175172
52,226,1,1,200,2019-04-10 07:33:23.999751
43,219,1,1,200,2019-04-10 07:34:31.236317
29,194,1,1,199,2019-04-10 07:35:39.900644
16,189,1,1,200,2019-04-10 07:36:58.216066
48,183,1,1,183,2019-04-10 07:38:21.584322
27,215,1,1,200,2019-04-10 07:39:31.115506
35,224,1,1,199,2019-04-10 07:40:41.890608
21,213,1,1,200,2019-04-10 07:41:55.604033
44,179,1,1,175,2019-04-10 07:43:10.978516
29,193,1,1,159,2019-04-10 07:44:15.394658
44,245,1,1,200,2019-04-10 07:45:26.264536
38,224,1,1,200,2019-04-10 07:46:41.015376
39,191,1,1,200,2019-04-10 07:47:48.640500
40,212,1,1,200,2019-04-10 07:48:58.191078
24,230,1,1,200,2019-04-10 07:50:14.759601
48,269,1,1,200,2019-04-10 07:51:27.066103
41,236,1,1,199,2019-04-10 07:52:35.387141
43,245,1,1,191,2019-04-10 07:53:41.978197
38,217,1,1,143,2019-04-10 07:54:48.165728
48,230,1,1,200,2019-04-10 07:55:52.295947
49,231,1,1,200,2019-04-10 07:57:01.785956
39,232,1,1,183,2019-04-10 07:58:12.068772
51,178,1,1,183,2019-04-10 07:59:18.671961
